Row,Header,Timestamp,URL
5750,Visit California,2018-12-24,https://www.visitcalifornia.com/ca?page=1
5751,Visit California,2019-02-28,https://www.visitcalifornia.com/ca?page=1
5752,Lost Forgotten Visit California,2016-04-03,http://www.visitcalifornia.com/cadream365tv
5753,Lost Forgotten Visit California,2016-10-28,http://www.visitcalifornia.com/cadream365tv
5754,Lost Forgotten Visit California,2016-12-22,http://www.visitcalifornia.com/cadream365tv
5755,Lost Forgotten Visit California,2016-01-19,http://www.visitcalifornia.com/cafives
5756,Lost Forgotten Visit California,2016-03-14,http://www.visitcalifornia.com/cafives
5757,Lost Forgotten Visit California,2016-04-05,http://www.visitcalifornia.com/cafives
5758,Lost Forgotten Visit California,2016-10-17,http://www.visitcalifornia.com/cafives
5759,Lost Forgotten Visit California,2016-12-03,http://www.visitcalifornia.com/cafives
5760,Lost Forgotten Visit California,2017-06-24,http://www.visitcalifornia.com/cafives
5761,Lost Forgotten Visit California,2017-10-15,http://www.visitcalifornia.com/cafives
5762,Lost Forgotten Visit California,2018-08-27,https://www.visitcalifornia.com/cafives
5773,Lost Forgotten Visit California,2017-12-20,http://www.visitcalifornia.com/calif%C3%B3rnia-ao-ar-livre
5774,Lost Forgotten Visit California,2018-12-28,https://www.visitcalifornia.com/calif%C3%B3rnia-ao-ar-livre
5775,Lost Forgotten Visit California,2018-12-02,https://www.visitcalifornia.com/calif%C3%B3rnia-ao-ar-livre?page=1
5776,Lost Forgotten Visit California,2016-12-21,http://www.visitcalifornia.com/calif%C3%B3rnia-culin%C3%A1ria
5777,Lost Forgotten Visit California,2017-12-20,http://www.visitcalifornia.com/calif%C3%B3rnia-culin%C3%A1ria
5778,Lost Forgotten Visit California,2018-12-28,https://www.visitcalifornia.com/calif%C3%B3rnia-culin%C3%A1ria
5779,Lost Forgotten Visit California,2018-12-02,https://www.visitcalifornia.com/calif%C3%B3rnia-culin%C3%A1ria?page=1
5780,Lost Forgotten Visit California,2016-12-21,http://www.visitcalifornia.com/calif%C3%B3rnia-entretenimento
5781,Lost Forgotten Visit California,2017-12-20,http://www.visitcalifornia.com/calif%C3%B3rnia-entretenimento
5782,Lost Forgotten Visit California,2018-12-28,https://www.visitcalifornia.com/calif%C3%B3rnia-entretenimento
5783,Lost Forgotten Visit California,2018-12-02,https://www.visitcalifornia.com/calif%C3%B3rnia-entretenimento?page=1
5784,Lost Forgotten Visit California,2016-12-21,http://www.visitcalifornia.com/calif%C3%B3rnia-fam%C3%ADlia
5785,Lost Forgotten Visit California,2017-12-20,http://www.visitcalifornia.com/calif%C3%B3rnia-fam%C3%ADlia
5786,Lost Forgotten Visit California,2018-12-28,https://www.visitcalifornia.com/calif%C3%B3rnia-fam%C3%ADlia
5787,Lost Forgotten Visit California,2018-12-02,https://www.visitcalifornia.com/calif%C3%B3rnia-fam%C3%ADlia?page=1
5788,Lost Forgotten Visit California,2016-12-21,http://www.visitcalifornia.com/calif%C3%B3rnia-luxo
5789,Lost Forgotten Visit California,2017-12-20,http://www.visitcalifornia.com/calif%C3%B3rnia-luxo
5790,Lost Forgotten Visit California,2018-12-28,https://www.visitcalifornia.com/calif%C3%B3rnia-luxo
